"id","member_id","loan_amnt","funded_amnt","funded_amnt_inv","term","int_rate","installment","grade","sub_grade","emp_title","emp_length","home_ownership","annual_inc","verification_status","issue_d","loan_status","pymnt_plan","url","desc","purpose","title","zip_code","addr_state","dti","delinq_2yrs","earliest_cr_line","inq_last_6mths","mths_since_last_delinq","mths_since_last_record","open_acc","pub_rec","revol_bal","revol_util","total_acc","initial_list_status","out_prncp","out_prncp_inv","total_pymnt","total_pymnt_inv","total_rec_prncp","total_rec_int","total_rec_late_fee","recoveries","collection_recovery_fee","last_pymnt_d","last_pymnt_amnt","next_pymnt_d","last_credit_pull_d","collections_12_mths_ex_med","mths_since_last_major_derog","policy_code","application_type","annual_inc_joint","dti_joint","verification_status_joint","acc_now_delinq","tot_coll_amt","tot_cur_bal","open_acc_6m","open_act_il","open_il_12m","open_il_24m","mths_since_rcnt_il","total_bal_il","il_util","open_rv_12m","open_rv_24m","max_bal_bc","all_util","total_rev_hi_lim","inq_fi","total_cu_tl","inq_last_12m","acc_open_past_24mths","avg_cur_bal","bc_open_to_buy","bc_util","chargeoff_within_12_mths","delinq_amnt","mo_sin_old_il_acct","mo_sin_old_rev_tl_op","mo_sin_rcnt_rev_tl_op","mo_sin_rcnt_tl","mort_acc","mths_since_recent_bc","mths_since_recent_bc_dlq","mths_since_recent_inq","mths_since_recent_revol_delinq","num_accts_ever_120_pd","num_actv_bc_tl","num_actv_rev_tl","num_bc_sats","num_bc_tl","num_il_tl","num_op_rev_tl","num_rev_accts","num_rev_tl_bal_gt_0","num_sats","num_tl_120dpd_2m","num_tl_30dpd","num_tl_90g_dpd_24m","num_tl_op_past_12m","pct_tl_nvr_dlq","percent_bc_gt_75","pub_rec_bankruptcies","tax_liens","tot_hi_cred_lim","total_bal_ex_mort","total_bc_limit","total_il_high_credit_limit","revol_bal_joint","sec_app_earliest_cr_line","sec_app_inq_last_6mths","sec_app_mort_acc","sec_app_open_acc","sec_app_revol_util","sec_app_open_act_il","sec_app_num_rev_accts","sec_app_chargeoff_within_12_mths","sec_app_collections_12_mths_ex_med","sec_app_mths_since_last_major_derog","hardship_flag","hardship_type","hardship_reason","hardship_status","deferral_term","hardship_amount","hardship_start_date","hardship_end_date","payment_plan_start_date","hardship_length","hardship_dpd","hardship_loan_status","orig_projected_additional_accrued_interest","hardship_payoff_balance_amount","hardship_last_payment_amount","disbursement_method","debt_settlement_flag","debt_settlement_flag_date","settlement_status","settlement_date","settlement_amount","settlement_percentage","settlement_term"
"","","13500","13500","13500"," 36 months"," 12.69%","452.86","B","B5","AAVMC","5 years","RENT","71000","Source Verified","Dec-2011","Fully Paid","n","","","debt_consolidation","Debt Consolidation","221xx","VA","11.97","0","Dec-1998","2","","","4","0","6681","77.7%","11","f","0.00","0.00","16302.7600025215","16302.76","13500.00","2802.76","0.0","0.0","0.0","Jan-2015","456.95","","Dec-2014","0","","1","Individual","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","Cash","N","","","","","",""
"","","24000","24000","24000"," 36 months"," 12.69%","805.08","B","B5","State of Washington","10+ years","RENT","75000","Verified","Dec-2011","Fully Paid","n","","","debt_consolidation","consolidate","985xx","WA","11.6","0","May-1996","0","","","10","0","21609","84.6%","33","f","0.00","0.00","28982.7100089702","28982.71","24000.00","4982.71","0.0","0.0","0.0","Jan-2015","819.13","","Feb-2018","0","","1","Individual","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","Cash","N","","","","","",""
"","","12000","12000","12000"," 36 months"," 10.65%","390.88","B","B2","PURE FLO WATER COMPANY","5 years","RENT","60000","Not Verified","Dec-2011","Fully Paid","n","","  Borrower added on 12/13/11 > I PLAN TO USE THIS LOAN TO PAY OFF MY HIGH INTEREST CREDIT CARDS. I CURRENTLY PAY APPROXIMATELY $500-$600 PER MONTH IN MINIMUM PAYMENTS. ONCE MY CREDIT CARDS HAVE BEEN PAYED OFF I PLAN TO CLOSE THEM AND KEEP 1 FOR EMERGENCIES. I NEVER WANT TO BE IN DEBT TO HIGH INTEREST CREDIT CARDS AGAIN. I HAVE A GOAL TO BE DEBT FREE IN THE NEXT 3-4 YEARS. IT IS EXTREMELY IMPORTANT FOR ME TO CONTINUE TO KEEP ALL OF MY ACCOUNTS IN GOOD STANDING TO RAISE MY CREDIT SCORE. FOR THE PAST 5 GOING ON 6 YEARS I HAVE BEEN WORKING FOR AN ESTABLISHED, LOCAL WATER COMPANY THAT HAS BEEN SERVING SAN DIEGO COUNTY FOR 53 YEARS.<br>","credit_card","CREDIT CARD PAYOFF","920xx","CA","10.84","0","Jun-2002","1","","","12","0","11849","48.8%","18","f","0.00","0.00","14071.6299977213","14071.63","12000.00","2071.63","0.0","0.0","0.0","Jan-2015","396.1","","Feb-2017","0","","1","Individual","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","Cash","N","","","","","",""
"","","8400","8400","8150"," 60 months"," 16.77%","207.73","D","D2","City of new york","5 years","RENT","87996","Not Verified","Dec-2011","Fully Paid","n","","""My intentions are to purchase a engagement ring, hopefully in time for the holidays. I want to thank, in advance any and all who consider funding. My job is extremely stable, and I have a steady contractually binding income. My risk of layoff and or termination is extremely minuscule. I am also due for a substantial contractually guaranteed pay increase.  I also have a second job with the luxury of being able to do as much or as little as I want, this does not interfere with my primary source of income due to the second job only allowing me to schedule on days that I have off. My monthly expenses will be substantially lower due to my increase in pay. My monthly rent is extremely low.""","major_purchase","Ring","113xx","NY","11.35","0","Sep-2003","0","","","8","0","9551","80.3%","13","f","0.00","0.00","12290.6400143918","11924.85","8400.00","3890.64","0.0","0.0","0.0","Feb-2016","2319.6","","Nov-2017","0","","1","Individual","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","Cash","N","","","","","",""
"","","28000","28000","27975"," 60 months"," 17.58%","704.64","D","D4","Cisco Systems Inc.","5 years","MORTGAGE","140000","Verified","Dec-2011","Fully Paid","n","","  Borrower added on 12/13/11 > I will using the money to pay part of my home improvement project specially for the addition of attached room and the patio, the other will be to consolidate Credit Cards and one load with highest interest.  with that I will paying less than today.  Please do not hesitate to ask me any question or evidence that may you need.<br>","home_improvement","70%Attached room,30%cc-loanconsolidation","275xx","NC","12.07","0","Jul-2006","1","","","13","0","2686","13.4%","24","f","0.00","0.00","28411.149999999998","28385.78","28000.00","411.15","0.0","0.0","0.0","Jan-2012","28412.43","","Jan-2012","0","","1","Individual","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","Cash","N","","","","","",""
"","","14000","14000","14000"," 36 months","  6.62%","429.86","A","A2","US Air Force","10+ years","RENT","66000","Source Verified","Dec-2011","Fully Paid","n","","  Borrower added on 12/14/11 > I currently have three credit cards; I would like to consolidate into one monthly payment.  This way it will be easier to track my debt reduction, save money from interest payments and reduce the stress in my life.  I have been solidly employed with the same organization for over 12 years.  I would like to thank you for your consideration in investing in me.  I have the drive and the motivation to get this burden off my shoulders and with your help that is possible.  Thank you.<br>","debt_consolidation","Pay off debt","236xx","VA","11.15","0","Sep-1999","1","","","7","0","12095","35.4%","46","f","0.00","0.00","15451.1604425269","15451.16","14000.00","1451.16","0.0","0.0","0.0","Sep-2014","2133.17","","Oct-2017","0","","1","Individual","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","Cash","N","","","","","",""
"","","12000","12000","12000"," 36 months"," 14.27%","411.71","C","C2","Corning Inc.","8 years","MORTGAGE","70000","Not Verified","Dec-2011","Charged Off","n","","","other","Debt Consolidation Loan","148xx","NY","8.4","0","Aug-2005","1","","","7","0","11546","86.2%","12","f","0.00","0.00","4249.37","4249.37","2534.26","1163.48","0.0","551.63","5.32","Oct-2012","411.71","","Oct-2016","0","","1","Individual","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","Cash","N","","","","","",""
"","","25000","25000","25000"," 36 months"," 11.71%","826.9","B","B3","UPS","10+ years","MORTGAGE","100000","Verified","Dec-2011","Fully Paid","n","","  Borrower added on 12/14/11 > Secure employment and good credit history<br>","debt_consolidation","Debt Consolidation Loan","028xx","RI","6.88","0","Dec-1986","1","","","8","0","21128","89.1%","18","f","0.00","0.00","29279.4540998666","29279.45","25000.00","4279.45","0.0","0.0","0.0","Sep-2014","1122.55","","Aug-2014","0","","1","Individual","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","Cash","N","","","","","",""
"","","9000","9000","9000"," 36 months"," 12.69%","301.91","B","B5","Gilbert Express","5 years","RENT","50000","Source Verified","Dec-2011","Fully Paid","n","","  Borrower added on 12/13/11 > All $$$ will be used for debt consolidation, payment will be done monthly .<br><br> Borrower added on 12/13/11 > I am working for this company for more than 5 years.<br><br> Borrower added on 12/13/11 > Paying bills on time.<br>","debt_consolidation","Debt Consolidation Loan","115xx","NY","17.81","0","Dec-2001","1","","","13","0","12752","55.4%","21","f","0.00","0.00","10868.4800009336","10868.48","9000.00","1868.48","0.0","0.0","0.0","Jan-2015","306.11","","Sep-2015","0","","1","Individual","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","Cash","N","","","","","",""
"","","13250","13250","13250"," 36 months"," 10.65%","431.6","B","B2","Talbert House","4 years","RENT","35000","Not Verified","Dec-2011","Fully Paid","n","","  Borrower added on 12/13/11 > Getting rid of credit card debt.<br>","debt_consolidation","Debt Consolidation Loan","450xx","OH","24.93","0","Oct-2002","2","","","11","0","13392","58.7%","25","f","0.00","0.00","15537.4000048047","15537.40","13250.00","2287.40","0.0","0.0","0.0","Jan-2015","437.68","","Feb-2018","0","","1","Individual","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","Cash","N","","","","","",""
"","","20000","20000","20000"," 36 months"," 13.49%","678.61","C","C1","","6 years","RENT","75000","Verified","Dec-2011","Fully Paid","n","","","debt_consolidation","LC Loan","921xx","CA","22.38","0","Nov-1998","1","","","7","0","19548","90.8%","17","f","0.00","0.00","23865.33884125","23865.34","20000.00","3865.34","0.0","0.0","0.0","Jan-2014","8269.74","","Feb-2018","0","","1","Individual","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","Cash","N","","","","","",""
"","","3000","3000","3000"," 36 months"," 14.65%","103.49","C","C3","Kohls Corporation","5 years","RENT","71000","Verified","Dec-2011","Fully Paid","n","","","medical","Medical","532xx","WI","21.84","0","Nov-2003","1","59","","4","0","15072","88.7%","14","f","0.00","0.00","3725.3099993463","3725.31","3000.00","725.31","0.0","0.0","0.0","Jan-2015","107.29","","Jan-2018","0","","1","Individual","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","Cash","N","","","","","",""
"","","7350","7350","7350"," 36 months"," 10.65%","239.42","B","B2","Hospice Peachtree, LLC","10+ years","MORTGAGE","48000","Not Verified","Dec-2011","Fully Paid","n","","","debt_consolidation","Debt consolidation","729xx","AR","11.93","0","Feb-2006","0","","","5","0","15587","77.5%","5","f","0.00","0.00","8618.8399951749","8618.84","7350.00","1268.84","0.0","0.0","0.0","Jan-2015","249.88","","Feb-2018","0","","1","Individual","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","Cash","N","","","","","",""
"","","11500","11500","11500"," 36 months"," 15.27%","400.18","C","C4","Merks Bar and Grill","5 years","RENT","36000","Not Verified","Dec-2011","Fully Paid","n","","","debt_consolidation","Debt consolidation","321xx","FL","21.1","0","Aug-1998","1","54","","7","0","8969","76.7%","14","f","0.00","0.00","14406.1899936083","14406.19","11500.00","2906.19","0.0","0.0","0.0","Jan-2015","416.2","","Dec-2017","0","","1","Individual","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","Cash","N","","","","","",""
"","","13650","13650","13650"," 36 months"," 12.42%","456.12","B","B4","ITT Aerospace Controls","10+ years","MORTGAGE","86000","Not Verified","Dec-2011","Charged Off","n","","  Borrower added on 12/13/11 > Eliminate credit cards and reduce rate on existing balances.  Costs incurred assisting 3 children through college.  Children have all graduated and it's time to pay off the debts.<br>","debt_consolidation","Debt Consolidation","913xx","CA","12.29","0","May-1994","1","","","12","0","16140","73.4%","34","f","0.00","0.00","8204.31","8204.31","5810.73","1931.92","0.0","461.66","4.64","May-2013","456.12","","Oct-2013","0","","1","Individual","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","Cash","N","","","","","",""
"","","10500","10500","10500"," 36 months"," 16.29%","370.66","D","D1","Butte Community College","3 years","RENT","30000","Source Verified","Dec-2011","Charged Off","n","","","debt_consolidation","Personal","959xx","CA","15","0","Nov-2007","1","","","7","0","5379","55.5%","8","f","0.00","0.00","2223.959999999999","2223.96","1414.89","807.27","0.0","1.8","0.0","Jul-2012","370.66","","Feb-2017","0","","1","Individual","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","Cash","N","","","","","",""
"","","12000","12000","11975"," 36 months","  9.91%","386.7","B","B1","Deloitte Tax LLP","2 years","RENT","60000","Not Verified","Dec-2011","Fully Paid","n","","  Borrower added on 12/13/11 > Loan will allow me to reduce the interest rate by 50%, 50% payment reduction and pay off the debt at least 2 years earlier. <br>","debt_consolidation","Debt consolidation","941xx","CA","15.5","0","Jun-2003","0","","","7","0","12168","85.7%","21","f","0.00","0.00","13921.1799973113","13892.18","12000.00","1921.18","0.0","0.0","0.0","Jan-2015","395.05","","Dec-2014","0","","1","Individual","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","Cash","N","","","","","",""
